season,id_season,id_comp,start_date,end_date,name
2026,6zkfyunc0lfteytfj6slonuhg,2000000015,2026-02-06T00:00:00Z,2026-10-30T00:00:00Z,Premier Division 2026
2025,3zoeegue4xtul58c8ksahcjdg,2000000015,2025-02-14T00:00:00Z,2025-11-01T00:00:00Z,Premier Division 2025
2024,7fkeu4494rmwhvw7z7ihb1j4k,2000000015,2024-02-16T00:00:00Z,2024-11-01T00:00:00Z,Premier Division 2024
2023,946ct1pmbf8u9oimt070qz3f8,2000000015,2023-02-17T00:00:00Z,2023-11-03T00:00:00Z,Premier Division 2023
2022,400219231,2000000015,2022-02-18T00:00:00Z,2022-11-06T00:00:00Z,2022
